iter	Logloss
277	0.215198035
278	0.2147254092
279	0.2144431463
280	0.214227816
281	0.2138622016
282	0.2136660224
283	0.2131803632
284	0.2129314879
285	0.2123028234
286	0.2118587596
287	0.2114500631
288	0.2110958695
289	0.210798856
290	0.2103677265
291	0.2098567714
292	0.2096999415
293	0.2093057768
294	0.2089579333
295	0.2087499862
296	0.2085226811
297	0.2079272448
298	0.2076759318
299	0.2075014344
300	0.207218846
301	0.206892682
302	0.2067116779
303	0.2063647154
304	0.2058959176
305	0.2055508086
306	0.2051821852
307	0.2050674964
308	0.2047358869
309	0.2045465431
310	0.2040671035
311	0.2037589357
312	0.2034243857
313	0.2030759043
314	0.2027970971
315	0.2024064658
316	0.202139489
317	0.2020235426
318	0.201720908
319	0.2013392937
320	0.2011696367
321	0.2009012886
322	0.2005968194
323	0.20033394
324	0.2001140051
325	0.2000118331
326	0.1996323294
327	0.199394815
328	0.1993285831
329	0.1991094916
330	0.1986518795
331	0.1984644905
332	0.1981618039
333	0.1978342735
334	0.1975172394
335	0.19710667
336	0.1968397097
337	0.1965534357
338	0.1964196001
339	0.1962214933
340	0.1959074788
341	0.1955647079
342	0.1953857074
343	0.1952609667
344	0.1950897035
345	0.1949242175
346	0.1945883878
347	0.1943601902
348	0.1940457366
349	0.1939926074
350	0.1936001327
351	0.1933654328
352	0.193175175
353	0.1930866153
354	0.1928309315
355	0.1925379567
356	0.1922333837
357	0.1920501542
358	0.1916741048
359	0.1913422361
360	0.1912312315
361	0.1908524344
362	0.190689811
363	0.1904491068
364	0.1902255024
365	0.1900479952
366	0.1897360418
367	0.1895331868
368	0.1893748753
369	0.1890029213
370	0.1886589861
371	0.1882550514
372	0.1881152928
373	0.1879339083
374	0.1876233602
375	0.1875264197
376	0.1872423267
377	0.1871225867
378	0.1868863398
379	0.1867890556
380	0.1866156341
381	0.186392698
382	0.1861850035
383	0.1860658428
384	0.185849778
385	0.1857194395
386	0.185294886
387	0.1850497715
388	0.1848007719
389	0.1844819307
390	0.1843378371
391	0.1840186365
392	0.1838113141
393	0.1834994303
394	0.1832719712
395	0.1830294711
396	0.1827614674
397	0.1824622665
398	0.1824230659
399	0.1823045026
400	0.1821117203
401	0.1817105531
402	0.1813905572
403	0.1810849725
404	0.1807968941
405	0.1805908689
406	0.1804972913
407	0.1802520057
408	0.1800518097
409	0.1797843639
410	0.1795663997
411	0.179241672
412	0.1790308368
413	0.1787417049
414	0.178505997
415	0.1781999424
416	0.178017452
417	0.177735136
418	0.1775195809
419	0.1772671787
420	0.1770395338
421	0.1768376604
422	0.1765641721
423	0.1763626244
424	0.1759541798
425	0.1758011499
426	0.1756646428
427	0.1755095074
428	0.175400243
429	0.1751596103
430	0.1750190951
431	0.174910264
432	0.1747759054
433	0.1746833991
434	0.1745390742
435	0.1743346001
436	0.1740660855
437	0.1739060278
438	0.173696447
439	0.1735329514
440	0.1732092515
441	0.172880395
442	0.1727702323
443	0.1724745106
444	0.1722615631
445	0.1721895065
446	0.1721040109
447	0.1718810155
448	0.1717809331
449	0.1715901477
450	0.1714880203
451	0.171217548
452	0.1710054978
453	0.1708075422
454	0.1706741537
455	0.17050589
456	0.1703185978
457	0.1700370229
458	0.1697799965
459	0.1694512285
460	0.1691917169
461	0.1689883241
462	0.1688032731
463	0.1687263977
464	0.1685911201
465	0.1684727119
466	0.1683417549
467	0.1681843168
468	0.1679006
469	0.1677926751
470	0.1675317267
471	0.1672781682
472	0.1670927811
473	0.1669190072
474	0.1668405584
475	0.1667107043
476	0.1664557364
477	0.1663639447
478	0.1662991404
479	0.1660559395
480	0.1659968541
481	0.1657836817
482	0.1655772318
483	0.1653280176
484	0.1651707647
485	0.1649159186
486	0.1647302122
487	0.1646375216
488	0.1642828499
489	0.164046475
490	0.1639035897
491	0.1637567738
492	0.1636252932
493	0.1634845275
494	0.1632833219
495	0.1631458955
496	0.1629658856
497	0.1627595762
498	0.1625945956
499	0.1623980386
500	0.1621852527
501	0.161827136
502	0.1616706182
503	0.1615598822
504	0.1613704822
505	0.161188007
506	0.161071372
507	0.1610504633
508	0.1608742624
509	0.1607134544
510	0.1605730839
511	0.160402977
512	0.160258756
513	0.1599718834
514	0.1596144718
515	0.1594619558
516	0.159186311
517	0.1590796989
518	0.1589329653
519	0.1587553122
520	0.1585043867
521	0.1583777227
522	0.1581647071
523	0.1580319938
524	0.1579427384
525	0.1577431623
526	0.1575567327
527	0.1573175481
528	0.1571391209
529	0.1569415665
530	0.1565273075
531	0.156472547
532	0.1563778749
533	0.1562440806
534	0.1561321612
535	0.1560225625
536	0.1558813231
537	0.1556601292
538	0.1554549762
539	0.1552880068
540	0.1551419232
541	0.1549539469
542	0.1548458519
543	0.1546966304
544	0.1545324186
545	0.1543256258
546	0.154136529
547	0.1540295869
548	0.1539381497
549	0.1537432544
550	0.1535876058
551	0.1534475639
552	0.1533329576
553	0.1531703103
554	0.1529607497
555	0.1528627607
556	0.1526923696
557	0.1525457285
558	0.1523393067
559	0.1521735259
560	0.1518205104
561	0.151728463
562	0.1515844301
563	0.1514618671
564	0.1513399239
565	0.1511458932
566	0.1509717164
567	0.1506640808
568	0.1504629819
569	0.1503042234
570	0.1501789816
571	0.1499917461
572	0.1496217527
573	0.149400385
574	0.1492144056
575	0.1489341249
576	0.1487678603
577	0.1485574958
578	0.1484385279
579	0.1483408839
580	0.1480987274
581	0.1478925963
582	0.1475830669
583	0.1473655048
584	0.1471838993
585	0.1469632739
586	0.1468466462
587	0.1467334674
588	0.1465304955
589	0.1462496054
590	0.1461312084
591	0.1459878066
592	0.1458841065
593	0.1456748664
594	0.1454944876
595	0.1453342244
596	0.1452009711
597	0.1450418427
598	0.1449150043
599	0.1447216506
600	0.1445293269
601	0.1444051232
602	0.1443860448
603	0.144171986
604	0.1438530585
605	0.1437041859
606	0.1435181565
607	0.1432007628
608	0.1430230928
609	0.1428119377
610	0.1426464113
611	0.1425432882
612	0.1424671854
613	0.142254419
614	0.1420722564
615	0.1418211467
616	0.1415719619
617	0.141506598
618	0.1414041972
619	0.1412724801
620	0.1410771839
621	0.1408709127
622	0.1406145569
623	0.1404503859
624	0.1403084844
625	0.1401944112
626	0.1401434125
627	0.1398381668
628	0.1397187774
629	0.1395711349
630	0.1394965653
631	0.1394230485
632	0.1391930902
633	0.1390180136
634	0.1389184008
635	0.1388239851
636	0.1387090417
637	0.1385948662
638	0.1384541304
639	0.1382817537
640	0.1381884264
641	0.1381430086
642	0.1379172966
643	0.1376603307
644	0.1374960581
645	0.1373455326
646	0.1371569605
647	0.1369206951
648	0.136799111
649	0.1366112753
650	0.1365692532
651	0.136316627
652	0.1361633278
653	0.1360087405
654	0.1358568894
655	0.1356661453
656	0.1355630771
657	0.1353969503
658	0.1352932366
659	0.1351602529
660	0.1350742733
661	0.1348294219
662	0.1347213192
663	0.1346106262
664	0.1343858675
665	0.1342911893
666	0.1339857456
667	0.1337779386
668	0.1336456488
669	0.1335139727
670	0.1333580374
671	0.1331787481
672	0.133124636
673	0.1330683354
674	0.1328542054
675	0.132734339
676	0.132637626
677	0.1324351884
678	0.1323084737
679	0.1322274592
680	0.1321615426
681	0.1319349345
682	0.1317278836
683	0.1314722123
684	0.1313245741
685	0.1311447744
686	0.1309784065
687	0.13088096
688	0.1307871283
689	0.1306089944
690	0.1303628107
691	0.1301787297
692	0.1301360972
693	0.1299480722
694	0.1297922672
695	0.1296177949
696	0.1295236746
697	0.1294164837
698	0.1292686476
699	0.1291004704
700	0.1290214732
701	0.1289266673
702	0.1287839332
703	0.1286626096
704	0.1285095039
705	0.1282943686
706	0.1281832364
707	0.1279326818
708	0.1277460572
709	0.1276297833
710	0.1274794286
711	0.1274118568
712	0.1271859691
713	0.1270327715
714	0.1268870167
715	0.1267272928
716	0.1265566108
717	0.1263887607
718	0.1262113598
719	0.1260824955
720	0.1259288543
721	0.1258546675
722	0.1257018758
723	0.1254475261
724	0.1252614388
725	0.1250735852
726	0.1249997211
727	0.1249329151
728	0.1248764558
729	0.124817415
730	0.1246693984
731	0.1245670576
732	0.124383164
733	0.1242855991
734	0.12412839
735	0.1239074805
736	0.1237828228
737	0.1236586532
738	0.1234909044
739	0.1233653294
740	0.1231502664
741	0.1230486707
742	0.1229574397
743	0.1228349438
744	0.1226122217
745	0.1223603072
746	0.1222322355
747	0.122162805
748	0.1220048808
749	0.12188037
750	0.1217885894
751	0.1216490427
752	0.1214678405
753	0.1212688801
754	0.1211728177
755	0.1209136571
756	0.1207493453
757	0.120641087
758	0.1205555392
759	0.1203801919
760	0.1201530428
761	0.1200253315
762	0.1200050435
763	0.1198654536
764	0.1197349066
765	0.1196490946
766	0.1195263304
767	0.1195067333
768	0.1192384465
769	0.1189745969
770	0.1188510105
771	0.118770326
772	0.1187275214
773	0.1185132738
774	0.1183376134
775	0.1182124429
776	0.118066045
777	0.1179340771
778	0.1177815359
779	0.1176151407
780	0.11752754
781	0.1174016791
782	0.117362721
783	0.1172290039
784	0.1171190771
785	0.1169320479
786	0.1167055674
787	0.1164694423
788	0.1163165709
789	0.1162606562
790	0.1160741617
791	0.115958657
792	0.1158219335
793	0.1157006128
794	0.1155462863
795	0.1153835675
796	0.1151945267
797	0.1149963555
798	0.1148142895
799	0.1145672
800	0.1143840533
801	0.1143022987
802	0.114211602
803	0.1140748762
804	0.1140066564
805	0.1139290405
806	0.1137946766
807	0.1136630444
808	0.1134095992
809	0.1132445311
810	0.1131422029
811	0.1130408489
812	0.112855515
813	0.1127434557
814	0.1126136305
815	0.1124013374
816	0.1122902904
817	0.1120353057
818	0.1118678965
819	0.1117282226
820	0.111581386
821	0.1114568924
822	0.1112863918
823	0.1111737824
824	0.111070611
825	0.111014166
826	0.1108936094
827	0.1108153926
828	0.1106511187
829	0.1103482168
830	0.1102244304
831	0.1100061831
832	0.1098594059
833	0.1097867448
834	0.1096464183
835	0.1094781342
836	0.1093708222
837	0.1093374414
838	0.1092825723
839	0.1091370455
840	0.1090122028
841	0.1089033403
842	0.1086055451
843	0.1084610688
844	0.1083263514
845	0.1080839073
846	0.1078837717
847	0.1078280844
848	0.1077874408
849	0.1076520218
850	0.107515109
851	0.1073562998
852	0.1072287062
853	0.1071738333
854	0.1069665392
855	0.1068486814
856	0.1068060145
857	0.1067120604
858	0.1065589616
859	0.1064011752
860	0.1063621561
861	0.1062367954
862	0.1060828621
863	0.1059025426
864	0.1058268599
865	0.1056468776
866	0.1055324575
867	0.1054567916
868	0.1053833296
869	0.1052642866
870	0.1051233359
871	0.1050692935
872	0.1049817566
873	0.104866368
874	0.1046826328
875	0.1045667626
876	0.1044394268
877	0.1043136537
878	0.1042597198
879	0.1041841715
880	0.1040786728
881	0.1039701755
882	0.1038847501
883	0.1037039713
884	0.1035927091
885	0.1034818538
886	0.1033530099
887	0.1031714998
888	0.1030357497
889	0.1028182375
890	0.1025916807
891	0.1024502805
892	0.1022485095
893	0.1021334555
894	0.1019892997
895	0.101884685
896	0.1018120433
897	0.1017375571
898	0.101517302
899	0.1014441557
900	0.1013548392
901	0.1012875072
902	0.1011872285
903	0.1010957136
904	0.1009169287
905	0.1007647979
906	0.1006763349
907	0.1005555696
908	0.100449826
909	0.1003469367
910	0.1002528204
911	0.1001451296
912	0.1000254241
913	0.09987167334
914	0.09985026775
915	0.09975888238
916	0.09967753072
917	0.0995537789
918	0.09945616631
919	0.09938723243
920	0.09923683187
921	0.09921239484
922	0.09894995464
923	0.09881519172
924	0.09872174373
925	0.0986389702
926	0.09862431574
927	0.09839037472
928	0.09831528593
929	0.09825441172
930	0.09816996552
931	0.09802948904
932	0.09789576695
933	0.09783087079
934	0.09770376319
935	0.09762663282
936	0.09754629978
937	0.09746270038
938	0.09729411972
939	0.09712454937
940	0.09701899754
941	0.09699080109
942	0.0968764546
943	0.09681815363
944	0.09668843313
945	0.09657700976
946	0.09652062472
947	0.09644763879
948	0.09627314342
949	0.09619318681
950	0.09601438008
951	0.09586976751
952	0.09575454431
953	0.09561195008
954	0.09552904952
955	0.0954630201
956	0.09535311659
957	0.09517616038
958	0.09507703356
959	0.09491189129
960	0.09481308667
961	0.09479028295
962	0.09468550678
963	0.0945945062
964	0.09452666745
965	0.09438876362
966	0.09433011973
967	0.09424554059
968	0.09415494207
969	0.09393376504
970	0.09388937269
971	0.09376818837
972	0.09370904263
973	0.0935941919
974	0.09337887313
975	0.09318450267
976	0.09312121556
977	0.09309501377
978	0.09301573702
979	0.09293616736
980	0.09280464315
981	0.09270394463
982	0.09262287927
983	0.09255356087
984	0.09240889337
985	0.09227471018
986	0.09220728156
987	0.09205769835
988	0.09195647754
989	0.09189254172
990	0.09178597323
991	0.09171758885
992	0.0915388649
993	0.0914918564
994	0.0913499756
995	0.09129699817
996	0.09123403313
997	0.09114826693
998	0.0910186127
999	0.09086131118
